City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Company size,Annual gross salary without bonus and stocks in EUR,Annual gross salary with bonus and stocks in EUR,Annual gross salary+bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company_layoffs,Work From Home allowance,Did you already find a new job?,employment_status_change_in_2023,Do you currently search for a job?,How long have you been unemployed? (in months),company_hire_in_2023,company_industry,change_jobs,tc_new_job,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool,ai_other_tools
Munich,,Full/Part-time employee,Mobile Developer,,11,3,Lead / Staff,,Kotlin,,"Java / Scala,C / C++",2.00,English,1000+,82000,102000,85000,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Backend Developer,,7,1,Senior,,Java,,"AWS,Docker,Java / Scala,Kotlin",1.00,English,1000+,110000,130000,,30,,,,,40,No,"Yes, in 2023",No,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,10,5,Senior,,JavaScript / Typescript,,"Go,Kubernetes,Docker,Google Cloud,SQL",2.00,English,1000+,89000,89000,75000,32,,,,,40,,No,500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Cologne,,Full/Part-time employee,BI Developer / Data Engineer,,8,4,Senior,,Python,,"AWS,Docker,SQL",8.00,"Russian,English",101-1000,67500,68500,,25,,,,,40,No,"Yes, in 2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Bochum,,Full/Part-time employee,Backend Developer,,3,0,Middle,,Java,,"Kotlin, React,Javascript / Typescript,NodeJS,Java / Scala",1.60,"English,German,Other",51-100,53000,55000,52000,30,,,,,40,,No,No,,No,,,Yes,Other,No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Frontend Developer,,18,11,Head / Principal,,JavaScript / Typescript,,"NodeJS,Docker",2.50,"English,Russian",101-1000,92000,92000,,30,,,,,40,No,"Yes, in 2023",500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Hamburg,,Full/Part-time employee,DevOps,,20,8,Senior,,Go,,"Terraform,Kubernetes,Google Cloud,AWS,Docker,Go,PHP",2.00,"English,German",1000+,85000,85000,80000,28,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Other,Koblenz,Full/Part-time employee,Software / Solutions Architect,,27,8,Senior,,Other,,C / C++,1.40,English,1000+,84,86,,30,,,,,40,,No,up to 100 euro,,No,,,No,"Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,16,7,Lead / Staff,,PHP,,SQL,5.00,"English,Russian,German",1000+,100000,120000,95000,30,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling",Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Other,,Full/Part-time employee,DevOps,,23,4,Senior,,C# / .NET,,"SQL,C / C++,Docker,Terraform,Kubernetes,Azure",4.00,"Russian,English",101-1000,86000,115000,104000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,15,15,Senior,,Java,," React,Go,Azure,Kubernetes,Terraform,Docker,Javascript / Typescript",5.00,German,1000+,89256,91256,88000,30,,,,,40,,"Yes, in 2022",No,,No,,,"Yes, but only for backfilling",Financial Services,No,,,,Moderate but noticeable,Yes,"Other,ChatGPT",Jetbrains AI
Munich,,Full/Part-time employee,Software Engineer,,9,4,Senior,,Java,,"Kotlin,Terraform,AWS",1.00,English,1000+,105000,15000,75000,30,,,,,40,No,"Yes, both in 2022-2023",over 1000 euros,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Software / Solutions Architect,,20,4,Senior,,Other,,"AWS,Azure",4.00,"English,Russian",1000+,112000,0,112000,30,,,,,40,,No,up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,"ChatGPT,Claude",
Stuttgart,,Full/Part-time employee,Product Manager,,12,1,Senior,,SQL,,,0.50,English,101-1000,65000,71000,40000,30,,,,,38,,I dont know,500 - 1000,,Full/Part-time employee,,,"Yes, but only for backfilling","Manufacturing, Transportation, or Supply Chain",Yes,better than it was,"Voluntary, it was my decision","2,0",,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Other,Statistician,4,4,Junior,,Other,SAS,,3.00,"English,German",1000+,59000,59000,57000,30,,,,,40,No,"Yes, in 2023",500 - 1000,,No,,,Yes,Healthcare,No,,,,Invisible,No,,
Hamburg,,Full/Part-time employee,Software Engineer,,15,9,Senior,,Python,,,2.00,English,1000+,113000,230000,190000,30,,,,,40,"Yes, I am satisfied with a severance package","Yes, both in 2022-2023",No,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Dusseldorf,,Full/Part-time employee,BI Developer / Data Engineer,,3,15,Middle,,Python,,"AWS,Azure,Terraform,Docker,SQL",15.00,"English,Russian",1000+,46800,47500,46800,25,,,,,40,No,"Yes, both in 2022-2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Munich,,Full/Part-time employee,BI Developer / Data Engineer,,4,0,Middle,,SQL,,Python,0.25,English,101-1000,52000,52000,,30,,,,,40,,I dont know,No,,Unemployed,,,Yes,"Manufacturing, Transportation, or Supply Chain",Yes,worse than it was,"Voluntary, it was my decision","7,0",Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Tech Lead / Team Lead,,17,2,Lead / Staff,,SQL,,"Python,Azure,Docker",2.50,"German,English",51-100,90000,90000,85000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Designer (UI/UX),,9,2,Senior,,Other,,,2.00,English,11-50,77000,77000,,20,,,,,40,,No,No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,12,5,Senior,,Kotlin,,"Terraform,Kubernetes,AWS",5.00,"Russian,English",1000+,125000,165000,,27,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Backend Developer,,12,10,Senior,,Python,,"Ruby,SQL,Docker",0.50,English,101-1000,90000,90000,85000,23,,,,,40,,I dont know,No,,Full/Part-time employee,,,Yes,Higher Education,Yes,worse than it was,"Involuntarily, I was forced to look for a new job","3,0",Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,BI Developer / Data Engineer,,16,8,Senior,,Python,,"Java / Scala,Kubernetes,AWS,Terraform,Docker",3.00,English,1000+,96000,96000,90000,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,Yes,"ChatGPT,Other",gitlab duo
Munich,,Full/Part-time employee,Software Engineer,,7,7,Senior,,JavaScript / Typescript,,PHP,4.00,"German,English",101-1000,60000,75000,,30,,,,,30,,I dont know,No,,No,,,Yes,Healthcare,No,,,,Moderate but noticeable,No,,
Munich,,Full/Part-time employee,Software Engineer,,9,5,Senior,,Swift,,"Kotlin,Java / Scala",2.00,English,1000+,94000,107000,111000,30,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,QA Engineer,,4,4,Senior,,Kotlin,,Kotlin,0.25,German,1000+,57421,6000,0,30,,,,,39,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","2,0",Invisible,Yes,ChatGPT,
Cologne,,Full/Part-time employee,Network / Security Engineer / System Administrator,,7,3,Middle,,Other,,"Python,AWS,Azure,Terraform,Docker",0.10,"English,Russian",101-1000,110000,110000,90000,30,,,,,40,,I dont know,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Involuntarily, I was forced to look for a new job","4,0",Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,QA Engineer,,6,1,Senior,,JavaScript / Typescript,,"NodeJS,SQL",1.00,"English,German,Russian",1000+,57000,57000,,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,9,15,Senior,,C# / .NET,,,15.00,English,11-50,111000,111000,,25,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"Copilot,ChatGPT",
Munich,,Full/Part-time employee,Software Engineer,,11,3,Senior,,JavaScript / Typescript,,"PHP, React,NodeJS,SQL,AWS,Kubernetes,Terraform,Docker",3.00,English,101-1000,67500,67500,65000,28,,,,,40,,No,100 - 500,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Darmstadt,,Full/Part-time employee,BI Developer / Data Engineer,,2,2,Junior,,Bash,,"SQL,AWS,Python",2.00,Russian,101-1000,65000,78000,70000,24,,,,,40,,I dont know,No,,No,,,Yes,Other,No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Head / Principal / VP,,26,1,Head / Principal,,Python,,SQL,1.00,"English,Russian",1000+,150000,150000,,26,,,,,40,,I dont know,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,No,,
Cologne,,Full/Part-time employee,Software Engineer,,10,2,Senior,,Java,,"Python,Kotlin,SQL,Docker",2.00,"Russian,English",101-1000,73000,73000,70000,25,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Backend Developer,,12,3,Senior,,PHP,,"AWS,Docker,NodeJS",3.00,English,11-50,75000,75000,70000,28,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,DevOps,,23,4,Senior,,Python,,"Python,Terraform,Kubernetes,AWS,Docker",1.00,"Russian,English",1000+,105000,13000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Other",JetBrains AI
Berlin,,Full/Part-time employee,Head / Principal / VP,,16,6,Head / Principal,,Go,,"Python,AWS,Google Cloud,Azure,Kubernetes,Terraform,Docker",1.00,English,up to 10,120000,120000,120000,20,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot,Other",Midjourney
Munich,,Unemployed,Frontend Developer,,15,10,Lead / Staff,,Python,,Other,3.00,"English,German",51-100,,,,,,,,,,,No,over 1000 euros,,Unemployed,No,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Other,Senior Analyst,7,2,Senior,,SQL,,SQL,2.00,English,1000+,82000,0,82000,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Other,QA Manager,7,2,Head / Principal,,Java,,"SQL,AWS",7.00,English,1000+,85000,95000,80000,30,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,10,9,Lead / Staff,,JavaScript / Typescript,,"Python,Javascript / Typescript, React,NodeJS,SQL,AWS,Docker,Other",0.50,English,51-100,103000,103000,97000,30,,,,,40,,No,100 - 500,,Full/Part-time employee,,,Yes,Financial Services,Yes,about the same,"Voluntary, it was my decision","3,0",Moderate but noticeable,Yes,ChatGPT,
Augsburg,,Full/Part-time employee,Network / Security Engineer / System Administrator,,12,6,Senior,,Other,"Network, Security",,12.00,"English,German,Russian",1000+,91185,101824,97000,30,,,,,40,No,"Yes, in 2023",over 1000 euros,,No,,,"Yes, but only for backfilling","Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,15,2,Senior,,Java,,Kotlin,1.00,English,51-100,81000,81000,88000,30,,,,,40,No,"Yes, in 2023",No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,worse than it was,"Voluntary, it was my decision","2,0",Invisible,No,,
Munich,,Full/Part-time employee,Frontend Developer,,1,1,Junior,,JavaScript / Typescript,,"Angular, React,NodeJS",0.50,German,101-1000,45000,45000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Stuttgart,,Full/Part-time employee,Tech Lead / Team Lead,,23,2,Lead / Staff,,Go,,"Javascript / Typescript, React,NodeJS,SQL,Terraform,Kubernetes,AWS",2.00,"English,German,Russian",101-1000,82000,82000,75000,30,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,Copilot,
Berlin,,Full/Part-time employee,ML Engineer,,2,2,Other,N/A,Python,,"Javascript / Typescript,Docker,Other",0.75,English,51-100,30000,30000,,30,,,,,40,No,"Yes, in 2023",100 - 500,,Working student,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,15,5,Head / Principal,,Java,,"Python,Java / Scala,SQL,AWS,Google Cloud,Kubernetes",1.00,English,1000+,135000,190000,190000,27,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,ML Engineer,,5,5,Middle,,Java,,"SQL,Docker",1.50,English,1000+,135000,200000,220000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Head / Principal / VP,,22,11,Head / Principal,,Python,,"C / C++,SQL,Docker,Azure",1.00,English,1000+,150000,240000,240000,30,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Berlin,,Full/Part-time employee,Product Manager,,10,5,Senior,,Other,,,2.00,English,101-1000,95000,95000,85000,28,,,,,40,,No,500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,Other,DeepL
Munich,,Full/Part-time employee,Product Manager,,12,3,Senior,,Other,,,3.00,"English,German",1000+,83000,90000,,30,,,,,40,,I dont know,No,,No,,,Yes,Financial Services,No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,17,10,Senior,,Scala,,"Java / Scala,Kotlin,Python,Kubernetes,AWS,Docker,Terraform,Go",2.00,"English,German,Russian",1000+,95000,120000,100000,30,,,,,40,,No,500 - 1000,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,Yes,Copilot,
Berlin,,Full/Part-time employee,Designer (UI/UX),,27,23,Lead / Staff,,Other,Design,,1.50,German,1000+,70000,74000,,30,,,,,40,,No,100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Network / Security Engineer / System Administrator,,10,1,Senior,,Other,"any, I am not a programmer ",,10.00,English,1000+,84000,84000,84000,30,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Tech Lead / Team Lead,,16,2,Lead / Staff,,C# / .NET,,"Kubernetes,Terraform,Docker,Azure,Google Cloud,.NET, React,C# / .NET core",2.00,English,11-50,91000,100000,90000,28,,,,,40,,No,100 - 500,,No,,,"Yes, but only for backfilling",Advertising Services,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,QA Engineer,,15,15,Other,None,Java,,,13.00,German,101-1000,32900,32900,,28,,,,,25,,I dont know,No,,No,,,Yes,Retail and Consumer Services,No,,,,Invisible,No,,
Other,,Full/Part-time employee,Product Manager,,14,2,Head / Principal,,Other,,Other,0.90,"English,Russian",1000+,180000,200000,145000,20,,,,,40,,No,No,,Full/Part-time employee,,,Yes,Other,Yes,better than it was,"Voluntary, it was my decision","0,0",Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,6,4,Senior,,Python,,Docker,4.00,"English,Russian,German",101-1000,73000,0,0,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Network / Security Engineer / System Administrator,,18,8,Senior,,SQL,,"Python,Google Cloud,Terraform",8.00,English,1000+,82000,98000,92000,30,,,,,40,,No,No,,No,,,Yes,Advertising Services,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Software Engineer,,12,12,Lead / Staff,,Python,,"SQL,AWS,Terraform,Docker",1.00,English,51-100,130000,130000,130000,28,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,5,5,Middle,,Kotlin,,"Javascript / Typescript,SQL,AWS,Kubernetes,Terraform,Docker",2.00,English,101-1000,81000,81000,75000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Financial Services,No,,,,Great,Yes,"Copilot,ChatGPT",
Berlin,,Full/Part-time employee,Software / Solutions Architect,,13,7,Senior,,C / C++,,"Python,Docker",4.00,"English,German,Russian",1000+,87000,101000,,30,,,,,40,,No,over 1000 euros,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,Tech Lead / Team Lead,,20,10,Senior,,Java,,"Python,Docker",10.00,"English,German,Russian",11-50,100000,120000,100000,28,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,12,4,Senior,,C# / .NET,," React,Azure,Terraform,Docker,Javascript / Typescript",1.00,English,11-50,110000,110000,110000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,12,1,Senior,,C / C++,,,5.00,"English,Russian",1000+,105000,40000,,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,No,,
Munich,,Full/Part-time employee,Software Engineer,,19,4,Lead / Staff,,C / C++,,"Python,Rust,Docker",1.50,English,101-1000,152000,152000,150000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Frankfurt,,Full/Part-time employee,Software / Solutions Architect,,10,10,Senior,,Python,,"SQL,AWS,Azure,Python,Java / Scala,Terraform",2.00,"English,German",1000+,145000,240000,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Munich,,Full/Part-time employee,Backend Developer,,6,1,Senior,,C# / .NET,,"Python,C# / .NET core,.NET,SQL,Azure,Docker,Other",0.25,English,1000+,78000,84000,,30,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","3,0",Invisible,No,,
